Самсон\Внештатный персонал\Группа 041,Клавдия Романовна Шкодкина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 042,Вера Эдуардовна Кайева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 043,Вероника Дмитриевна Пащеева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 044,Аркадий Игоревич Цукарев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 045,Анастасия Андреевна Пахирева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 046,Павел Антонович Семенчин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 047,Тарас Романович Секридов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 048,Роман Фёдорович Куланчев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 049,Анна Алексеевна Жиминихина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 050,Лариса Василевна Бордокова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 051,Карина Олеговна Губинская,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 052,Константин Антонович Росланов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 053,Екатерина Егоровна Шитяшина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 054,Анна Максимовна Мямлина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 055,Алёна Борисовна Зиборева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 056,Геннадий Андреевич Лейзеруков,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 057,Зинаида Яковлевна Пимчева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 058,Тарас Борисович Завизин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 059,Степан Михаилович Прялкин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 060,Любовь Федоровна Печалова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 061,Анастасия Андреевна Минликаева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 062,Георгий Вадимович Пищалов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 063,Алексей Данилович Хренев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 064,Жанна Евгеньевна Медынина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 065,Карина Олеговна Ахмоева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 066,Виктория Ивановна Гарушкина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 067,Семён Сергеевич Бердин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 068,Пётр Леонидович Яналин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 069,Максим Иванович Ревашин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 070,Виктор Виталиевич Зубрихин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 071,Юлия Алексеевна Панчина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 072,Павел Георгиевич Шагинуров,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 073,Анатолий Юриевич Бондарцов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 074,Олег Иванович Зиндаев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 075,Анна Богдановна Федтова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 076,Мария Кирилловна Щебенкова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 077,Валерий Денисович Дудкин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 078,Александра Евгеньевна Лятиева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 079,Евгения Эдуардовна Антогина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 080,Вера Егоровна Бутыркина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 081,Александр Данилович Шишигин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 082,Юрий Андреевич Симаньков,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 083,Алена Евгеньевна Солина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 084,Семён Николаевич Вердиев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 085,София Евгеньевна Орлова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 086,Андрей Тимофеевич Титлинов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 087,Полина Олеговна Чокова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 088,Карина Олеговна Чертораева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 089,Кристина Олеговна Ветлужина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 090,Павел Николаевич Котеночкин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 091,Иван Антонович Клянов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 092,Борис Алексиевич Деханов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 093,Ксения Валерьевна Михаева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 094,Юлия Василевна Минервина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 095,Анна Алексеевна Сицинская,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 096,Евгений Андреевич Пищенков,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 097,Виталий Евгеньевич Плакхин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 098,Клара Аркадьевна Ааронова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 099,Артур Михаилович Гунькин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 100,Наталия Кирилловна Машонская,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 001,Тамара Максимовна Цибочкина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 002,Вероника Романовна Шабардина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 003,Пётр Романович Шелдяев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 004,Вероника Кирилловна Бальмина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 005,Максим Яковлевич Числин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 006,Елена Викторовна Димитриева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 007,Елизавета Олеговна Кандерова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 008,Николай Михаилович Урывин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 009,Елизавета Егоровна Чмелева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 010,Руслан Антонович Крохотинов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 011,Артур Алексиевич Капецкий,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 012,Алина Аркадьевна Плесская,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 013,Артур Романович Копликов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 014,Альберт Данилович Мальтин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 015,Дарья Андреевна Шамшанова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 016,Зинаида Викторовна Небогатова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 017,Алёна Игоревна Федосьева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 018,Алина Евгеньевна Стычева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 019,Борис Павлович Шматков,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 020,Алина Романовна Алехманова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 021,Светлана Егоровна Лубягина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 022,Роман Денисович Букаев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 023,Константин Георгиевич Метнов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 024,Ольга Борисовна Курозаева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 025,Игорь Викторович Рунишев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 026,Зинаида Василевна Пинянская,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 027,Игорь Тимофеевич Гобарев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 028,Олег Валериевич Цуцеров,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 029,Евгений Кириллович Онгирский,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 030,Наталья Петровна Карамарова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 031,Кристина Аркадьевна Баилова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 032,Оксана Ивановна Акситова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 033,Полина Николаевна Сутулина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 034,София Викторовна Кирокосова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 035,Вадим Денисович Солдин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 036,Инна Евгеньевна Соланова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 037,Кирилл Викторович Худосовцев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 038,Людмила Эдуардовна Махеидова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 039,Юлия Викторовна Рейникова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 040,Виктория Алексеевна Лиличева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 041,Наталия Дмитриевна Овилушкина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 042,Николай Данилович Фарыков,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 043,Михаил Тимофеевич Шленский,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 044,Карина Федоровна Погарелова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 045,Мария Андреевна Малопурина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 046,Ирина Дмитриевна Авдушина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 047,Анатолий Романович Гуденков,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 048,Зинаида Евгеньевна Щетвина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 049,Пётр Михаилович Калагов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 050,Степан Георгиевич Комовкин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 051,Максим Андреевич Варгунин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 052,Инна Николаевна Катричева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 053,Людмила Максимовна Дзанаева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 054,Катерина Богдановна Музюкова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 055,Эдуард Тимофеевич Корнеев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 056,Виолетта Аркадьевна Купельская,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 057,Алексей Игоревич Селезский,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 058,Катерина Дмитриевна Бальчикова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 059,Наталья Федоровна Лаврекова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 060,Людмила Максимовна Докунина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 061,Артур Антонович Ладонкин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 062,Лиза Дмитриевна Барыжикова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 063,Валентина Романовна Телеева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 064,Денис Леонидович Бикчактаев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 065,Виктор Борисович Лиханин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 066,Евгения Ивановна Свирина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 067,Алиса Максимовна Алплеева,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 068,Юлия Андреевна Мукунова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 069,Аркадий Адамович Покореев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 070,Евгения Василевна Лешкова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 071,Елизавета Петровна Дарьялова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 072,Алина Валерьевна Атанова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 073,Виктория Вадимовна Обозова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 074,Антон Юрьевич Агкацев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 075,Леонид Романович Пятнишев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 076,Алёна Викторовна Далькова,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 077,Валентин Леонидович Графов,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 078,Алексей Виталиевич Урсатьев,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 079,Руслан Петрович Чихалин,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 080,Оксана Дмитриевна Соломонина,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 081,Семён Данилович Коривых,Наблюдатель,Москва:нет Санкт-Петербург:нет Самара:нет
Самсон\Внештатный персонал\Группа 082,Валентин Адамович Свахин,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 083,Артём Романович Згожев,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 084,Артём Игоревич Светаев,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 085,Алла Сергеевна Зажигаева,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 086,Алена Максимовна Жебровская,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 087,Григорий Леонидович Золотихин,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 088,Елена Дмитриевна Меремитова,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 089,Ольга Петровна Шармантова,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 090,Анатолий Денисович Чащин,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 091,Альберт Георгиевич Квочкин,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 092,Карина Николаевна Молодецких,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 093,Зинаида Петровна Заговалова,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 094,Полина Дмитриевна Лахметкина,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 095,Максим Олегович Тетешкин,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 096,Иван Алексиевич Сансалев,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 097,Евгений Евгеньевич Кочуркин,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 098,Зинаида Игоревна Баргоякова,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 099,Степан Леонидович Клюканов,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 100,Иван Петрович Рыбаловлев,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 001,Вадим Фёдорович Верстеев,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 002,Мария Леонидовна Хамелулова,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 003,Дмитрий Кириллович Варламкин,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 004,Руслан Борисович Мозгалин,Наблюдатель,Москва:да Санкт-Петербург:нет Самара:да
Самсон\Внештатный персонал\Группа 005,Александр Михаилович Аничков,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
Самсон\Внештатный персонал\Группа 006,Валентина Андреевна Сюняева,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 007,София Игоревна Светлишина,Наблюдатель,Москва:нет Санкт-Петербург:да Самара:да
Самсон\Внештатный персонал\Группа 008,Алина Яковлевна Купрякова,Наблюдатель,Москва:да Санкт-Петербург:да Самара:нет
